property_id,property_name,city,tier_city,hotel_star_rating,min_price,max_price,avg_price,rating_location,rating_hospitality,rating_facilities,rating_cleanliness,rating_value_for_money,rating_food,overall_review_count,overall_review_score,site_review_count,site_review_rating,value_segment
ZRX05150,The Gold Beach Resort,Pune,A,4,3931,5737,4834,1.3,5,1.7,1.2,2.7,3.2,1102,3.31,429,1.9,
ZRX05152,Heritage Resort,Kannur,B2,4,2251,3149,2700,2.8,3.4,3.4,4.1,3,2.8,1133,3.59,499,3.2,
ZRX05153,The Gold Beach Resort,Varanasi,B1,4,3125,4905,4015,1.6,4.4,2.8,1.3,1.4,1.3,1765,2.8,865,1,
ZRX05154,Taj Coromandel,Kannur,B2,5,3543,4660,4101.5,4,1.7,3.6,4.4,1.7,1,1342,3.44,406,4,
ZRX05158,Hotel The Metropole,Solapur,B1,3,2149,2747,2448,4,3.9,2.9,2.6,2.8,2.7,2087,2.81,347,3,
ZRX05163,Misty Hills Resort and Hotel,Kurnool,B2,1,887,1080,983.5,2.9,2.7,1.2,2.9,1.6,1.8,1292,3.29,623,3.2,
ZRX05166,Lakshmi Hotel,Nashik,B1,4,3212,4498,3855,3.2,5,2,1.7,1.3,3.7,1264,2.87,449,4.7,
ZRX05167,Fortune Inn Haveli,Anand,B1,4,3162,3830,3496,3.1,4,1.7,2.3,3,2.6,1044,2.96,155,3.6,
ZRX05170,The Suryaa,Delhi,A1,5,9414,14023,11718.5,3,1.7,3.2,2.8,3.7,1.6,556,2.32,264,2.3,
ZRX05172,Hotel Blue Diamond,Amritsar,B1,2,1340,1770,1555,1.1,2.8,1.1,3.6,2.7,4,1127,3.05,447,3.1,
ZRX05175,ITC Maurya- A Luxury Collection Hotel,Anand,B1,5,5137,6269,5703,2.5,3.9,2.7,2.1,1.8,1.8,1269,2.96,436,4.6,
ZRX05176,Hotel Mansingh Tower,Vijayawada,B1,4,3030,4910,3970,1.2,3,3.2,1.9,3.8,4.5,998,3.5,262,4.2,
ZRX05179,The Westin Hyderabad Mindspace,Amritsar,B1,5,5482,7684,6583,1.2,3,1,2.9,1.1,4.7,1533,2.88,164,4.5,
ZRX05181,Marigold By Green Park,Patna,A,5,7057,10145,8601,1.8,2.5,3.1,4.1,4.4,2.2,1724,3.21,782,2.2,
ZRX05190,HOTEL UPHAR PALACE,Gwalior,A,1,1326,1541,1433.5,2.3,2.7,1.1,2.1,3.7,5,1112,2.27,341,2.8,
ZRX05193,Shiva Oasis Resort,Mumbai,A1,3,3191,3976,3583.5,2.2,4.8,4,2.4,4.3,5,1199,2.89,97,3.8,
ZRX05200,Vijayamcy Service Apartment,Bhopal,A,2,1517,2119,1818,2.2,4.9,4.1,3.9,4.9,2.3,798,2.85,20,1.6,
ZRX05205,The E-Square Hotel,Nellore,B2,3,1742,2003,1872.5,3.9,3.8,4,3.3,1.8,4.4,1191,3.52,404,1.6,
ZRX05213,Dolphin,Ahmedabad,A,3,2373,3130,2751.5,2.3,1.5,2.3,1.7,4,2.8,1031,2.85,278,4.8,
ZRX05216,Hotel Sunset Inn,Indore,A,2,1743,2473,2108,3,3.6,3.5,2,1.7,3.7,1434,2.97,4,2.1,
ZRX05220,Hotel Rama Krishna,Kolkata,A1,1,1506,1965,1735.5,4.4,4.6,2.5,2.9,2.7,2.7,1709,3.12,823,4.5,
ZRX05221,Hotel The Allure,Bangalore,A1,3,2816,4123,3469.5,1.7,1.2,3.8,3,1.5,2.1,806,3.77,230,3.1,
ZRX05228,Hotel Southern Star,Kozhikode,B1,3,1837,2932,2384.5,4.5,2,2.8,2.2,3.8,3.3,1545,3.14,737,1.6,
ZRX05231,Season7 The Nature Resort,Vadodara,A,3,2251,3678,2964.5,2.5,3.7,1.4,4.5,4.4,4.1,1337,2.85,603,1.4,
ZRX05234,Golden Treat,Mumbai,A1,3,3289,4242,3765.5,2,3.8,3.7,1.7,3.6,1.1,1086,3.23,34,3.6,
ZRX05240,Parker Lords Eco Inn,Bhubaneswar,B2,3,1807,2267,2037,1.2,1.9,1.5,1.5,4.2,4,1513,3.3,72,3,
ZRX05247,Hotel Bharani Residency,Pondicherry,B2,3,1989,2173,2081,3.3,1.3,2.1,2.8,1.2,4.2,1352,2.98,392,4.8,
ZRX05248,Purple Lotus Boutique Suites,Srinagar,B2,3,1762,2024,1893,4.3,1.7,4.4,3.5,3,1.3,1819,2.93,794,2.7,
ZRX05249,Corbett Suman Grand,Solapur,B1,4,3326,4442,3884,1.4,1.6,2.1,3.7,2.2,4.4,1023,2.91,424,3.4,
ZRX05253,Rossitta Wood Castle,Gandhinagar,A,1,1323,1570,1446.5,2.9,4.7,4.1,5,4.1,4.4,1458,2.91,230,3.4,
ZRX05260,RCR Orchid Business Hotel,Aligarh,B1,1,872,1489,1180.5,3.4,1.9,1.7,1.1,2.5,4.9,1998,2.86,934,2.9,
ZRX05269,Revival Lords Inn,Dhanbad,B1,3,2052,2631,2341.5,4.4,1.5,2.7,3.5,1,1.2,1101,2.19,241,4,
ZRX05270,Hotel Raj,Hubli,B2,1,893,1165,1029,3.3,1.9,4.8,4.2,4.2,3.2,1260,2.84,463,2.2,
ZRX05279,Clifftop Club,Srinagar,B2,3,1951,2211,2081,2.7,1.8,1.2,2.9,1.8,3.7,980,2.86,85,4.8,
ZRX05282,Hotel Vrishali Executive,Ahmedabad,A,3,2464,3969,3216.5,5,1.6,3.4,4.1,1.8,1.5,1049,3.71,377,4,
ZRX05286,Hotel Western Gatz,Dehradun,B2,3,1925,2340,2132.5,2.1,3.4,3,2.6,2.4,1.6,1375,2.49,555,2.5,
ZRX05288,Chevron Eco Lodge,Jaipur,A,3,2331,3385,2858,1.7,1.2,2.1,1.4,1.8,1.7,991,3.36,339,1.3,
ZRX05289,Hotel Apex Inn,Gandhinagar,A,1,1433,1544,1488.5,3.5,2.9,1.1,1.7,3.6,1.8,1130,3.34,99,2.9,
ZRX05291,Bhanwar Vilas Guest House,Guwahati,B2,1,774,1154,964,1.7,3.1,1.5,1.4,3.1,3.6,1501,2.82,83,1.7,
ZRX05294,Hotel Harsh Regency,Madurai,B1,1,1134,1268,1201,2.5,3.8,4.9,3,2.5,2.4,1034,3.25,219,1.1,
ZRX05295,The Oberoi Cecil,Nellore,B2,5,3755,4014,3884.5,4,3.6,4.2,4,1.1,2.3,1611,3.1,193,1.2,
ZRX05297,Royal Reves,Raipur,B2,3,1979,2259,2119,4.4,3.1,3.9,1.5,2.9,1.5,1328,3.73,347,3.3,
ZRX05299,HOTEL S V REGENCY,Vadodara,A,1,1485,1554,1519.5,4.5,3,5,1.9,2.3,1.5,1575,3.25,536,1.2,
ZRX05304,Mahodadhi Palace,Mumbai,A1,4,4721,6406,5563.5,3.1,1.3,3.5,3,1.3,1.4,1137,2.86,458,2.7,
ZRX05313,Radisson Blu Plaza Hotel Mysore,Nellore,B2,5,3652,5137,4394.5,2.4,1.1,4.1,4.1,2.6,4.1,1305,3.21,638,1.2,
ZRX05318,Hotel Sitara Grand - L B Nagar,Thrissur,B2,1,738,1068,903,1.8,3.2,1.9,2.6,3.8,1.6,1035,4.13,160,4.4,
ZRX05322,Hotel Deodutt Palace,Ludhiana,B1,1,949,1214,1081.5,2.6,4.9,1.4,1.1,1.8,3.9,1344,2.93,548,3.4,
ZRX05324,The Astor - Victorian Legacy,Hyderabad,A1,3,3112,4364,3738,4.5,4.9,1.2,2.2,4.1,4.9,1326,3.17,198,2.4,
ZRX05326,Hill Palace Hotel,Thiruvananthapuram,B1,3,1963,2634,2298.5,2.3,1.6,1.4,1,1.6,1.8,1689,2.76,173,1.2,
ZRX05333,Meenal Boutique,Thiruvananthapuram,B1,1,1090,1415,1252.5,3.5,3.2,4.7,4.8,3.6,4.3,1186,3.38,95,1,
ZRX05341,Hotel Pratap Plaza,Amritsar,B1,2,1540,1782,1661,2.4,1.4,2.9,4.9,4.9,2.7,1049,3.32,94,3.4,
ZRX05342,The Dawn,Mumbai,A1,3,2871,3466,3168.5,4.3,2.1,3.2,3.5,2.3,1.4,917,2.98,161,4.4,
ZRX05345,Just Guest House,Pune,A,1,1475,1677,1576,4.7,3.5,1.8,1.4,1,3.1,570,2.62,119,2.6,
ZRX05350,Green Forest Resorts Dhanaulti,Bhavnagar,B2,1,779,1172,975.5,4.9,1.7,3.6,3.6,4.7,1,1405,2.22,601,1.8,
ZRX05351,THE SARA,Kanpur,A,1,1488,1631,1559.5,3.5,3.2,2.4,1.3,1.2,4.5,1014,3.22,66,4.5,
ZRX05361,Hotel Shyama International,Guntur,B2,3,1744,2093,1918.5,5,5,2.6,4.5,1.2,1.1,1294,3.1,148,3.9,
ZRX05369,"WelcomHotel Bella Vista, Panchkula - ITC's hotel group",Kannur,B2,4,2344,2859,2601.5,3.2,2.7,4.3,4.1,4.9,2.8,1409,3.08,47,2.7,
ZRX05370,Hotel Leisure Palace,Guntur,B2,1,901,1187,1044,1.5,1.3,4.5,2.9,3.4,2.9,1580,2.71,161,1.8,
ZRX05372,"Golden Tree,Goradias",Dehradun,B2,3,1998,2289,2143.5,4.7,1.8,3.5,2.5,1.1,4.7,894,3.31,147,4.7,
ZRX05373,Hotel Regent Grand,Mumbai,A1,4,5033,6325,5679,1,4.7,2.9,3.3,4,1.3,1495,3.22,114,2.9,
ZRX05377,Hotel Prince,Kurnool,B2,1,895,1174,1034.5,2.6,1,2.5,2.1,4.9,3.6,1560,2.84,267,3.7,
ZRX05380,"United 21 Grassland Resort , Kaziranga",Mysore,B2,1,946,1016,981,1.8,4.1,1.2,4.7,4.8,2.8,1205,3.02,133,1.2,
ZRX05382,Hotel Durga Residency,Tiruchirapalli,B2,3,1976,2318,2147,3.9,1.1,4.6,4.5,1,1.3,1547,3.19,692,1.1,
ZRX05383,Grand View,Vishakapatnam,A,3,2476,3979,3227.5,3.8,4.3,1.3,3.8,1.6,2,1311,3.15,343,3.1,
ZRX05386,Chanakya BNR Hotel,Kurnool,B2,4,2225,2934,2579.5,5,2.4,1.6,4.4,2.6,1.4,1265,2.35,362,2.2,
ZRX05388,Pagoda Hotel,Vellore,B2,4,2798,3655,3226.5,2.8,3.8,1.1,1.4,3.3,2.1,1387,3.1,327,4.2,
ZRX05389,Hyatt Place Goa/ Candolim,Varanasi,B1,4,3268,3805,3536.5,4.9,3.5,4.9,2.4,4.2,4.7,1309,3.09,281,2.9,
ZRX05390,Woodpecker Holidays Munnar,Nashik,B1,3,2069,2550,2309.5,1.7,3.8,4.5,1.2,1.8,3.7,1097,2.18,427,1.2,
ZRX05392,Le Dupleix,Kanpur,A,5,6570,12734,9652,3.5,2.5,2.1,1.7,2.9,1.8,1032,3.36,422,1.7,
ZRX05397,Orchid Highlands Resort,Bhubaneswar,B2,4,2778,3110,2944,3.5,4.2,2.7,2.7,2,1.4,1389,2.6,46,4.3,
ZRX05406,Coconut Lagoon Resorts,Surat,A,4,4918,5344,5131,3.3,3.1,1.1,3.9,2.1,1.4,1007,3.22,306,3.2,
ZRX05407,Neeta's International,Coimbatore,B1,3,2137,2570,2353.5,4.5,4.4,4.2,4.6,2.8,3.6,1083,3.11,308,4.4,
ZRX05409,Oakwood Premier Prestige,Kolkata,A1,5,9085,11596,10340.5,2.9,4.1,3.4,1.5,2.1,3.3,938,2.96,17,2.3,
ZRX05417,Hotel Royal Palace,Mangalore,B2,1,798,1104,951,3.2,4.7,4.8,4.8,2.8,1.5,1166,3.6,328,2.4,
ZRX05423,Kasauli Exotica (Formerly UNA),Kanpur,A,3,2306,3770,3038,1.3,4.9,4.4,4.4,3.3,2.4,1179,2.74,27,3.7,
ZRX05429,Hotel Mahendra Prakash,Vishakapatnam,A,3,2428,3003,2715.5,3.6,2.4,2.1,4.5,1,4.9,1384,2.79,526,3.2,
ZRX05436,Hotel Simran,Guwahati,B2,3,1952,2264,2108,3.1,3.9,3.2,2.5,3.9,4.3,1681,2.86,208,2.7,
ZRX05439,The Hills - Sakleshpur,Ranchi,B2,3,1790,2261,2025.5,1.8,3.4,4.8,4.5,4.6,2.8,1065,2.3,84,4.8,
ZRX05444,Holiday Inn Chandigarh Panchkula,Vellore,B2,5,3546,4060,3803,3.9,1.6,1.5,3.8,3.6,4.5,1359,3.49,141,2,
ZRX05446,Hotel Golden Bell,Sangli,B2,1,891,1071,981,1,3.1,3.6,3.4,1.7,2.6,1377,2.43,38,1.9,
ZRX05447,Hotel Ramakrishna,Faridabad,B1,3,2384,2752,2568,3.9,2.8,3.7,1.8,2.8,1.6,1569,3.37,719,1.8,
ZRX05452,Amidhara Avezika Resort,Bhavnagar,B2,3,1868,2069,1968.5,2.3,3.5,2.2,4.6,3.7,3.9,1099,2.79,452,1.2,
ZRX05453,The Taj Gateway Hotel Gir,Hyderabad,A1,4,4543,6706,5624.5,2.5,4.4,3.2,3.4,1.1,3.2,1384,3.39,14,4,
ZRX05455,Hotel Pams,Salem,B2,1,807,1083,945,4,3.9,1.3,3.5,3.5,1.2,1573,3.12,635,3.6,
ZRX05457,Hotel Silvete,Dhanbad,B1,4,3100,5104,4102,4.9,3.5,1.3,3.2,2.9,1.1,1329,3.28,30,2.6,
ZRX05461,Diplomat Residency,Thiruvananthapuram,B1,3,1911,2683,2297,1.8,1.4,1.2,4.4,1.3,3.2,1134,2.58,114,3.4,
ZRX05462,Hotel Goodwill,Ranchi,B2,3,1987,2250,2118.5,2.3,3.6,1.9,1.2,3,3.3,1610,3.41,147,3.6,
ZRX05464,Pepper Villa Homestay,Patiala,B2,1,985,1052,1018.5,4.6,3,4.2,2.2,3.7,2.2,1170,2.34,506,3.9,
ZRX05465,Sepoy Grande Hotel,Indore,A,3,2702,3221,2961.5,4.8,2.8,2.4,3.6,2.8,1.7,1397,2.84,82,3.5,
ZRX05468,Moksha Himalaya Spa Resort,Solapur,B1,5,5304,6154,5729,1.1,3.5,3.3,4.7,4,4.5,1036,3.67,78,4.3,
ZRX05472,Hotel Pearl,Vijayawada,B1,3,1862,2624,2243,4.6,3.3,1.3,1.7,3.5,2.7,915,2.95,192,1.5,
ZRX05478,Palace Plaza,Amravati,B2,2,1095,1607,1351,4.8,4.5,4.3,2.3,1.9,4.7,1778,2.88,305,3.5,
ZRX05479,Hotel Mayura Valley View Madikeri - KSTDC,Tiruchirapalli,B2,2,1160,1736,1448,1.6,2.3,3.4,2.5,4.7,3.4,1335,2.84,45,1.6,
ZRX05481,Ambaddy Estate,Nashik,B1,4,3132,3869,3500.5,3.6,4.8,3.7,2.8,3.7,2.1,1305,2.88,36,4.5,
ZRX05482,Hotel Ivory Tower - MG Road,Gorakhpur,B2,1,893,1057,975,1.1,3.7,1.8,1.1,3.2,3.5,1260,2.2,447,2.3,
ZRX05485,Thapovan Heritage Home,Bhubaneswar,B2,3,1980,2093,2036.5,5,1.6,1.5,1.6,4.2,2.2,1409,2.97,16,1.3,
ZRX05496,Pepper Villa Homestay,Kozhikode,B1,1,852,1317,1084.5,1.3,2.9,1.2,3.4,1.4,2,991,2.88,243,2.5,
ZRX05498,Misty Hills Resort and Hotel,Kochi,B1,1,985,1218,1101.5,2.2,1,4.6,3.3,2.9,1.1,1768,2.74,723,2.6,
ZRX05501,Wood Stock Hotel,Hyderabad,A1,3,3007,3436,3221.5,2.7,1.1,1.4,1.5,3.6,1,802,3.12,272,4.7,
ZRX05502,Sonar Tori,Nashik,B1,3,2373,2597,2485,3,1.3,2,3.5,1.4,1.4,1288,3.09,594,2.8,
ZRX05509,Hotel Mehar's,Guntur,B2,2,1274,1501,1387.5,4.9,3.8,1.9,1.2,4.1,1.9,1200,3.51,503,3.1,
ZRX05516,Hotel Rajeet,Varanasi,B1,2,1439,1946,1692.5,4.8,1,4.6,4.4,1.7,3.7,1391,3.36,252,1.4,
ZRX05521,Holiday Heights Manali,Kakinada,B2,4,2498,3600,3049,1.4,4.9,3.1,2,3.1,3.7,1334,3.3,155,2.4,
ZRX05522,Hotel Samudra KTDC,Mangalore,B2,3,1812,2328,2070,1.7,2.3,3.9,1.4,1.2,1.8,1485,3.44,317,2.7,
ZRX05523,The Misty Hills,Ludhiana,B1,1,1014,1284,1149,1.3,3.2,2.7,2.1,1.1,1.4,1765,2.85,314,2.5,
ZRX05526,Leisure Vacation Myrica Resort,Allahabad,B1,3,1864,2484,2174,3.9,3.1,1.7,2.3,4.6,2.3,1402,2.79,652,2.7,
ZRX05530,The Curzon Court,Jodhpur,B2,2,1377,1541,1459,4.4,1.7,2.4,3.7,5,4.3,886,2.29,216,4.1,
ZRX05535,Desert Adventure Camps and Safari,Faridabad,B1,3,2369,2901,2635,4,2,4,2.6,2.2,1.3,1525,2.45,99,4.6,
ZRX05537,Megha Residency,Agra,B1,1,980,1239,1109.5,4.8,1.7,4.8,2.2,4.9,3.4,1166,2.8,177,2.6,
ZRX05541,Vasco Residency,Sangli,B2,1,735,1001,868,3.3,4.9,4.7,2.8,4,2.6,1499,3.21,601,1.8,
ZRX05549,Sayoojyam Residency,Bhilai,B2,3,1761,2074,1917.5,1.8,4.8,2.8,4.2,1.4,2.6,1305,3.27,191,3.3,
ZRX05550,The Supreme,Rajkot,B1,4,2964,3720,3342,3.5,3.5,2.1,4.7,4.9,4.8,1844,2.92,291,1.6,
ZRX05553,Park Hyatt Hyderabad,Bangalore,A1,5,9092,16496,12794,4.6,4.1,3.3,4,3.2,3.7,845,2.71,335,1.6,
ZRX05558,Hotel Panchwati,Agra,B1,1,1175,1323,1249,1.4,4.1,2.2,4.5,1.7,4.8,1605,3.13,564,3.7,
ZRX05559,Neelkamal Hotel,Jabalpur,A,1,1276,1554,1415,1.5,4.3,2.4,4.9,4.3,3.3,1190,3.48,321,4.4,
ZRX05561,Hotel Pragati Manor,Salem,B2,3,1736,2235,1985.5,1.4,2.5,4.8,1.7,3,4.4,968,3.21,390,4.3,
ZRX05562,Megha Residency,Indore,A,1,1327,1677,1502,4.6,4.5,2.1,3.6,1.4,2.1,1521,3.16,31,1.4,
ZRX05569,"Keys Ronil Resort, Goa",Vijayawada,B1,3,2193,2708,2450.5,4.7,3,2.5,2.5,4,3.6,1037,2.59,380,1.2,
ZRX05572,Hotel Crystal Banjara,Warangal,B2,3,1860,2398,2129,3.7,4.3,3.4,3.3,2.6,4.9,669,3.35,232,2.2,
ZRX05574,Hotel Rampratap Palace,Kozhikode,B1,2,1628,1929,1778.5,2.2,4.8,2.4,2.3,3.2,2.4,1052,3.68,290,4.1,
ZRX05577,Resort Dona Alcina,Vijayawada,B1,3,1983,2467,2225,2.8,2.8,3.6,2.8,2.6,4.2,1275,3.18,78,4.6,
ZRX05578,SFS Homebridge,Jammu,B2,3,1995,2052,2023.5,2.5,2.4,1.6,1.6,4.4,3.8,1350,3.26,541,1,
ZRX05584,Kanchan Recreation,Madurai,B1,3,2027,2418,2222.5,3.2,3.7,3.2,2.2,3.9,1.2,2131,2.92,957,1.2,
ZRX05588,Four Points by Sheraton Vadodara,Gandhinagar,A,4,3913,7444,5678.5,3.3,4.2,3.7,1.5,2,1.3,734,2.65,320,2.8,
ZRX05591,Delight Hotels Sushanta Awaas,Solapur,B1,1,837,1250,1043.5,4.1,3.4,3.9,3,2.9,1.4,1756,3.08,233,3.4,
ZRX05598,Pai Viceroy,Faridabad,B1,3,1803,2574,2188.5,2,4.3,2.2,4.7,2.3,2.4,727,4.23,148,1.2,
ZRX05603,Hotel Hungry Jack,Kurnool,B2,1,998,1123,1060.5,3.2,3.8,1.9,2.2,2.8,4.6,1323,3.36,596,3,
ZRX05611,Hotel Geo Grande,Faridabad,B1,2,1437,1806,1621.5,4.3,2.3,4.9,3.3,2.1,2.9,1350,3.04,206,1.3,
ZRX05616,Hotel River Bank,Jamshedpur,B1,3,1979,2766,2372.5,3.6,3.5,3,2.5,4.2,2.4,1071,3.78,301,1.1,
ZRX05620,Sofitel Mumbai - BKC,Kollam,B2,5,3826,4043,3934.5,2.8,1.6,1.2,2.2,2.3,1.1,1356,3.42,390,2.9,
ZRX05624,Hotel Hyderabad Grand,Amritsar,B1,3,2204,2727,2465.5,4.6,4,3.9,1.8,3.9,2.8,1319,3.37,44,1.9,
ZRX05627,Hotel Ganga Maiya,Amravati,B2,2,1271,1768,1519.5,3.2,4.5,2.3,4.1,2,4.4,1467,2.77,570,3.4,
ZRX05628,Hotel Panchwati,Kurnool,B2,1,994,1040,1017,3,3.1,2.3,2.4,4.4,2.4,1458,2.83,601,3.1,
ZRX05630,Sea Green South Hotel,Thrissur,B2,2,1415,1576,1495.5,1.1,2.1,3.8,4.1,5,4.3,1529,2.98,54,3.6,
ZRX05637,The Leela Ambience Gurgaon Hotel and Residences,Kakinada,B2,5,3832,5975,4903.5,2.3,3.6,3.2,4.4,4.8,1.6,1231,2.9,592,3,
ZRX05640,House Boat Golden Flower,Bhavnagar,B2,1,819,1049,934,1,1.4,2.9,4,1.5,1.8,894,3.47,446,3.1,
ZRX05643,Ocean View Goan Beach house,Amravati,B2,1,781,1065,923,3.5,4.7,1.6,2.3,4.1,3.7,1515,3.03,734,2.2,
ZRX05652,Regenta Central Jaipur,Gwalior,A,4,4172,7820,5996,4.5,4.4,3.1,4.4,4.9,1.1,1088,2.95,18,2.9,
ZRX05655,Hotel Sunbeam Premium,Mumbai,A1,4,4720,8726,6723,2.9,2.9,4,3.9,1.4,2.3,505,2.16,131,4.8,
ZRX05657,Hotel Jaishree Palace,Pune,A,3,2879,3741,3310,3.3,3.5,2.6,2.9,4.5,1.5,1095,2.92,111,3.6,
ZRX05667,Hotel Bharani,Jaipur,A,2,1500,2549,2024.5,4.2,2.1,2.9,4.9,2.1,1.6,1196,3,552,2.3,
ZRX05671,United - 21 Nature Paradise Resort,Etawah,B2,2,1068,1515,1291.5,3.8,4.3,4.4,2.4,4.7,3.6,2191,2.87,631,1.5,
ZRX05672,"Fiesta Hotel, 2 kms from Kathgodam Railway Station",Kannur,B2,1,722,1143,932.5,1.5,1.1,4.7,4.9,4.8,2.5,1072,2.63,471,1,
ZRX05674,The Fern Gir Forest Resort,Indore,A,5,7193,11841,9517,1.3,4.6,4.8,3.4,1.4,3.3,1207,3.12,519,1.8,
ZRX05675,Niraamaya Retreats - Surya Samudra - Kovalam,Thrissur,B2,5,3599,4881,4240,2.8,2.2,3.4,3,3.7,1.4,1323,3.14,525,2.8,
ZRX05678,"Vivanta By Taj - Fisherman's Cove, Chennai",Surat,A,5,8025,9451,8738,2,2.7,2.5,2.5,4.6,3.2,1121,3.54,491,3.1,
ZRX05681,Taj Usha Kiran Palace,Vellore,B2,3,1755,2041,1898,4.8,1.9,1.9,1.3,1.1,3.9,1525,2.9,740,3.6,
ZRX05682,Gulmarg Meadows,Tiruchirapalli,B2,3,1904,2376,2140,3.4,3.4,4,4.5,1.6,4.6,1210,3.09,217,2.6,
ZRX05688,The Sapphire Comfort,Nagpur,A,3,2630,3572,3101,4.9,3.6,3.3,3.1,1.6,3.7,1120,2.53,216,1.7,
ZRX05689,Hotel R R Inn,Vellore,B2,3,1706,2136,1921,2.6,5,2.6,3.8,4.4,4.5,1384,3.65,152,3.8,
ZRX05693,Hotel Aastha Rourkela,Mangalore,B2,3,1847,2205,2026,1.7,1.2,4.6,1.9,3.1,3.6,905,3.42,36,3,
ZRX05696,Atithi Resort,Allahabad,B1,3,2097,2802,2449.5,1.8,4.5,4.8,2.5,2.8,1.2,1338,3.43,604,4.1,
ZRX05698,Hotel Rashmi,Vadodara,A,2,1878,2269,2073.5,2.3,4,1.1,2.7,4.9,3.6,1163,2.85,120,1.3,
ZRX05699,Hotel Durga Residency,Nellore,B2,3,1936,2270,2103,4.8,3.1,1.6,2.9,3.9,3.9,1371,3.77,496,4.4,
ZRX05703,Munnar Tea Country Resort,Hajipur,B2,4,2635,2828,2731.5,2.2,4.4,1.3,3.7,1.8,3.2,1341,3.2,129,3.1,
ZRX05705,hotel varun,Vishakapatnam,A,1,1458,1622,1540,4,4.9,2.7,2.8,1.9,4.5,1030,3.94,128,5,
ZRX05706,Luxor Park,Bhubaneswar,B2,1,837,1131,984,1.1,1.5,3.1,4.8,4.8,4.5,1570,3.53,498,4.8,
ZRX05709,Hotel Washimkar Executive,Amritsar,B1,1,859,1370,1114.5,4.5,3.6,2.8,4.7,2.1,3.2,1512,3.22,322,5,
ZRX05724,Studio 7,Kolkata,A1,1,1532,2089,1810.5,3.4,3.3,2.6,2,2.3,2.7,1312,3.26,8,2,
ZRX05725,Hotel Gitanjali,Surat,A,2,1586,2218,1902,2.5,1.8,4,1.7,4.2,4.4,1404,3.4,698,4.9,
ZRX05727,Silica Beach Resort,Kozhikode,B1,1,899,1231,1065,3.7,1.5,2.7,3.6,4.2,2,1541,2.6,65,2.2,
ZRX05730,Mount Ville Resorts,Vellore,B2,3,1788,2298,2043,3,2.4,3.8,1.5,4.7,1.3,1176,3.37,397,3.5,
ZRX05732,PRIM Resorts - Iceland Manali,Surat,A,4,4544,7293,5918.5,4,2.8,2.8,3.9,3.2,4.5,1098,3.34,393,1.2,
ZRX05733,Hotel Eco Groves,Vellore,B2,3,1876,2180,2028,3.1,2,3.1,4.9,3.2,2.5,907,2.65,128,4.7,
ZRX05735,Hotel Dronagiri,Pondicherry,B2,1,856,1085,970.5,3.6,4.5,1.2,4.1,4.1,4.5,1364,2.49,355,1.8,
ZRX05736,Hotel Valley View,Surat,A,2,1994,2190,2092,1.3,1.2,1.7,4.2,3.5,1.1,1346,2.56,254,3.2,
ZRX05748,The Waves Service Apartment,Mumbai,A1,3,3225,4415,3820,3.9,4.1,4.8,3.2,1.1,4,1195,3.47,158,4.3,
ZRX05749,SARVODAY HOTEL,Patiala,B2,1,719,1132,925.5,4.9,2.8,1.5,3.3,4.6,2.7,1110,3.01,385,3.1,
ZRX05754,Fort Manor,Vadodara,A,2,1624,2247,1935.5,1.4,4.5,2.7,3.2,4,1.6,1281,3.59,520,3.9,
ZRX05757,K Gudi Wilderness Camp,Jammu,B2,2,1046,1633,1339.5,4.8,3.2,3.6,4.9,1.3,1.3,838,3.67,30,2,
ZRX05758,Hotel Sunbeam Premium,Thrissur,B2,4,2227,2913,2570,3.8,2.6,1.2,3.8,4.9,2.5,970,2.69,318,4.2,
ZRX05763,Hotel The Fortune,Hyderabad,A1,1,1761,1949,1855,3.9,3.8,3.8,2.6,2,4.8,1251,2.38,607,4.4,
ZRX05769,Duke Hotel,Guntur,B2,1,954,1050,1002,5,3.2,3.6,3.9,2.4,4.4,1463,2.59,502,4.8,
ZRX05774,Hotel The Royal Residency,Varanasi,B1,4,3159,5063,4111,4.4,3,3.8,2.3,4.3,3.5,1585,3.4,484,4.5,
ZRX05775,Redberry Homestay,Salem,B2,1,960,1157,1058.5,1.9,1.1,3.4,1.1,3.4,4.7,863,3.11,47,3.4,
ZRX05780,Vaydantaa,Tiruchirapalli,B2,2,1454,1610,1532,3,3.9,4.8,2.9,3.5,4,1485,3.27,232,2,
ZRX05782,Whispering Windows,Meerut,B1,2,1684,1733,1708.5,1.9,1.8,4.7,1.1,2.1,2.2,1194,3.36,118,4.8,
ZRX05785,Shilton Hotel By Royal Collection Hotels,Pune,A,3,2574,3746,3160,1.1,3.6,1.7,4.2,4.2,4.5,1386,3.2,405,1.2,
ZRX05788,Swapanlok Resort,Sangli,B2,1,838,1165,1001.5,2.8,3.2,2.8,3.7,4.6,4.3,794,3.46,115,4.3,
ZRX05789,Melange Luxury Service Apartment,Kannur,B2,3,1707,2261,1984,4.8,2.4,4.6,1.6,2.6,1,1268,3.05,592,4.6,
ZRX05790,Hotel New Chankya,Vellore,B2,1,991,1140,1065.5,4.6,2.7,1.1,3.7,4.2,1.7,938,2.89,170,4.9,
ZRX05793,Hotel Golden Palace,Allahabad,B1,1,1154,1245,1199.5,3.5,2.3,4.8,1.2,2.2,4.2,1590,2.73,358,2.7,
