property_id,property_name,city,tier_city,hotel_star_rating,min_price,max_price,avg_price,rating_location,rating_hospitality,rating_facilities,rating_cleanliness,rating_value_for_money,rating_food,overall_review_count,overall_review_score,site_review_count,site_review_rating,value_segment
ZRX01886,Swapna International Hotel,Kochi,B1,1,1114,1304,1209,1.2,3.3,4.3,2.5,1.6,1.3,846,3.93,184,3.3,Value Plus
ZRX01887,Hotel Jothimani,Vadodara,A,1,1340,1685,1512.5,3.6,2.9,4.3,2.6,3.5,1.2,1191,2.53,176,4,Standard
ZRX01888,Kalmatia Sangam,Solapur,B1,2,1664,1870,1767,1.9,1.5,2.5,2.2,1.9,2.9,1460,3.59,515,3.3,Value Plus
ZRX01889,Shree Balaji Guest House,Tiruchirapalli,B2,1,819,1008,913.5,2.6,3.7,4.7,2,2.1,1.9,1287,3.37,316,2.3,Normal
ZRX01890,The Pearl-A Royal Residency,Nagpur,A,3,2301,3859,3080,1.5,1.3,2.9,4.2,1.9,2.7,1549,2.85,338,2.5,Standard
ZRX01891,Hotel President,Nagpur,A,2,1862,2333,2097.5,1.1,1.6,3.7,2.4,4.2,2.9,1396,3.25,536,3.1,Value Plus
ZRX01892,Hotel Shagun,Surat,A,3,2582,3783,3182.5,4.1,1.4,3.2,4.9,2.2,2.1,1041,2.74,298,3.9,Value
ZRX01894,Hotel Victory Resorts,Kurnool,B2,3,1907,2099,2003,3.2,3.2,3.9,3.4,4.4,4.9,1821,2.85,280,4.5,Value
ZRX01895,Best Western Resort Country Club,Jammu,B2,4,2241,3620,2930.5,3.5,4.6,4.7,3.9,2.8,2.3,1370,2.57,549,2,Value
ZRX01896,Karma Vilas Resort,Kannur,B2,3,1824,2197,2010.5,4.6,4.5,3.9,4.8,4,4.3,1444,2.51,714,4.3,Value
ZRX01897,Ambrosia Sarovar Portico,Anand,B1,4,3241,4040,3640.5,2.7,3.9,4.2,4.9,3.4,1.5,1604,2.5,60,4,Standard
ZRX01899,Scindhia Guest House,Patna,A,3,2661,3328,2994.5,3.5,2.8,1.9,4.3,2,2.9,824,4.07,390,2.5,Value Plus
ZRX01901,Hotel Pratap Palace,Jamshedpur,B1,1,959,1277,1118,1.3,1.7,4.8,3.6,2,2.1,1016,3.31,335,4.9,Standard
ZRX01902,Maa Vaishno Guest House Hotel,Surat,A,1,1475,1634,1554.5,4.3,2.2,1.4,4,4.5,1,1127,3.13,358,2.8,Value Plus
ZRX01903,Mayur Aditya resort,Guwahati,B2,1,852,1119,985.5,2,2.4,4,2.4,2.4,3.9,1284,2.95,374,1,Value
ZRX01905,Sangway Holiday Home Stay,Agra,B1,1,1124,1259,1191.5,3,3.5,4.3,2.5,2.3,1.8,704,2.59,334,2.6,Standard
ZRX01906,Nine Star Hotel Shamshabad,Jamnagar,B2,3,1969,2125,2047,4.8,2,3.8,1.3,2.1,3.8,560,2.77,33,3.5,Value
ZRX01907,Hotel Bharat Villas,Mumbai,A1,2,2484,2559,2521.5,1,1.5,3.8,3.7,4.1,4.9,1356,2.87,606,4.2,Value Plus
ZRX01908,Shine 72 Resorts,Kollam,B2,1,758,1097,927.5,2.1,4.9,2.2,2.3,1.6,4.2,1559,2.68,165,3,Normal
ZRX01909,Hotel Zaika Inn,Jamshedpur,B1,1,966,1471,1218.5,2.6,2.9,1.5,3.2,4.5,1.9,933,3.51,178,4.1,Value Plus
ZRX01910,The Pearl-A Royal Residency,Gwalior,A,3,2776,3010,2893,2.7,3.2,1.2,1.4,1.6,2.9,1257,3.29,541,1.4,Normal
ZRX01911,Hotel Parashar Check In,Bhilai,B2,2,1414,1551,1482.5,4.4,3.5,5,1.2,1.6,4.7,1370,3.24,456,2.1,Super Value Plus
ZRX01912,Kulaya The Nest,Pune,A,1,1408,1589,1498.5,3.9,2.5,4.6,1.7,3.5,2.9,1794,2.88,489,4.6,Value
ZRX01913,"V Resorts Ramgarh- A Himalayan Vista Affair,25kms From Nainital",Kochi,B1,3,1858,2996,2427,4.9,2.1,4.7,3.3,1,4.2,1332,3.08,19,2.4,Value Plus
ZRX01914,Blooms Greenland Residency,Agra,B1,1,901,1298,1099.5,2.4,3.3,3.2,2.9,4.1,4,1319,3.51,50,3.1,Standard
ZRX01915,Mount View,Jabalpur,A,2,1732,2398,2065,4.3,2.1,3.6,2.7,2.6,4,858,3.07,200,4.7,Value Plus
ZRX01916,Hotel Global Inn,Hajipur,B2,3,1769,2008,1888.5,2.5,4.6,3.5,2.8,4.4,2.1,1427,3.07,140,2.1,Normal
ZRX01917,Tourist Hotel,Guwahati,B2,2,1449,1529,1489,2.3,4.8,4.4,3.8,4.2,2.2,468,3.32,61,2.3,Super Value Plus
ZRX01919,Hotel Grande 51,Madurai,B1,3,2230,2621,2425.5,2.5,4.8,2.8,1.4,4,4,1350,3.78,669,4,Super Value Plus
ZRX01920,Atithi Bhawan,Jodhpur,B2,1,799,1174,986.5,3.7,2.4,1,2.7,1.7,1.1,898,2.4,90,3.1,Normal
ZRX01921,Hotel Parbati International,Nagpur,A,1,1240,1508,1374,4.8,1.2,2,3.6,3.6,2.6,937,2.65,430,3.9,Normal
ZRX01924,Hotel Jaisal Palace,Hajipur,B2,2,1452,1509,1480.5,3.3,4.9,4.9,4.7,3.9,1,1471,3.47,694,4.1,Super Value Plus
ZRX01927,V Resorts Vrindavan Gopala,Patiala,B2,1,848,1095,971.5,1.5,2.6,1.1,2.1,1.1,3.5,1690,2.93,664,2.7,Standard
ZRX01929,Stonewater Eco Resort,Patiala,B2,4,2633,3698,3165.5,4.1,4.1,2.3,2.5,3.5,1.5,825,3.37,107,3.4,Super Value Plus
ZRX01931,Divya Jyot Residency,Srinagar,B2,1,852,1102,977,4.9,1.6,2.5,1.1,2,2.3,987,3.07,384,4.6,Standard
ZRX01934,Tivoli Garden Resort,Kanpur,A,5,6629,12869,9749,3.7,4.3,2.9,3.4,1.9,4.2,940,2.85,42,3.7,Value
ZRX01935,Hotel Astoria,Jodhpur,B2,2,1291,1570,1430.5,4,3.6,2.2,2.9,5,4.1,1156,3.61,114,4.8,Value Plus
ZRX01937,Delhi Regency,Rajkot,B1,2,1501,1778,1639.5,1.8,1.1,4.5,4.1,3,1.3,1585,3.14,788,4.4,Standard
ZRX01938,Walson Spa 'o' Tel,Pune,A,2,1512,2141,1826.5,3,1.1,2.7,1.4,2.5,1.5,1923,2.93,304,1.8,Normal
ZRX01940,Hotel Omray,Etawah,B2,1,965,1054,1009.5,4.1,4.9,1.8,4.7,2.4,1.5,1336,2.57,549,4.6,Value Plus
ZRX01941,Sai Heritage,Hubli,B2,2,1226,1621,1423.5,4.7,1.1,1.7,4.5,5,3.2,1485,2.58,723,3.3,Standard
ZRX01942,Hotel Metro,Kakinada,B2,1,963,1126,1044.5,1.5,3.5,2,4.8,2.5,4.6,866,2.25,137,3.4,Value
ZRX01943,Central Guest House,Aurangabad,B2,1,980,1007,993.5,2.9,2.1,4,1.4,3.1,2.1,1657,3.16,797,1.5,Value
ZRX01945,Sinclairs,Kollam,B2,3,1932,2002,1967,3.3,1.1,4.1,2.1,3.6,2.1,1508,2.92,46,4,Normal
ZRX01946,Hotel Seven Seventeen,Hubli,B2,3,1935,2131,2033,3.4,4.2,1.8,4.7,1.1,3.1,1234,3.35,529,4.5,Value
ZRX01947,Krishna Residency,Ranchi,B2,1,836,1197,1016.5,2.4,4.2,1.6,4.2,1,2.7,1721,2.87,512,3,Value Plus
ZRX01949,Hotel Ascot,Jamnagar,B2,1,751,1019,885,1.1,1.2,3,1.7,4.5,3,1688,3.05,661,3.3,Normal
ZRX01950,Singtom Tea Estate & Resort,Thrissur,B2,2,1324,1785,1554.5,4.4,1,3.2,4.3,1,1.3,974,2.94,376,1.1,Value Plus
ZRX01951,Green Inn,Guwahati,B2,1,862,1086,974,3.9,4.8,2,4,2.7,4,1676,2.99,255,4.1,Value
ZRX01952,Jayamahal Palace Hotel,Vijayawada,B1,4,2944,4941,3942.5,4.2,2.4,4.3,1.5,2.8,4.7,876,3.18,114,1.3,Super Value Plus
ZRX01953,Live-In Service Apartment,Jammu,B2,1,931,1179,1055,1.6,1.8,2.5,2.3,3.6,2.6,1307,2.54,12,2.2,Value Plus
ZRX01954,Transit Living - Hebbal,Nellore,B2,3,1964,2241,2102.5,2.7,4.3,3.3,2.2,4.2,2.6,1015,2.97,451,2.6,Super Value Plus
ZRX01955,Swim Sea Beach Resort,Aligarh,B1,1,929,1388,1158.5,1.4,3.3,1.1,4.6,4.7,4.9,1253,3.97,576,3.4,Value Plus
ZRX01957,Hotel Payal,Jaipur,A,1,1261,1627,1444,2.7,3,1.1,2.7,4.7,1.1,1533,2.58,169,3.2,Normal
ZRX01958,Hotel Sanjay Villas,Guwahati,B2,2,1098,1513,1305.5,3.5,4.8,1.3,1.5,3.2,4.7,697,3.36,332,1.3,Normal
ZRX01960,Hotel Sohan Deep Palace,Patiala,B2,2,1204,1605,1404.5,2.1,2.3,1.6,4,2.6,1.6,1405,3.1,121,1.2,Normal
ZRX01961,V Resorts Vrindavan Gopala,Allahabad,B1,1,1061,1454,1257.5,2.3,4.8,2,3.7,1.9,5,1789,2.66,730,1.6,Super Value Plus
ZRX01963,Hotel Vrinda Palace,Hajipur,B2,1,742,1192,967,4.5,1.6,1.8,1.4,2.8,4.3,1380,3.36,323,4.1,Value
ZRX01964,Deoki Niwas Palace,Mysore,B2,2,1442,1774,1608,2.7,5,1.1,3.4,1.4,3.6,1181,2.15,65,2.3,Value Plus
ZRX01966,Hotel Vishal International,Jodhpur,B2,3,1759,2208,1983.5,4.9,2.9,5,1.8,1.3,4,1708,2.96,648,4.1,Standard
ZRX01967,Pol Haveli,Faridabad,B1,1,926,1209,1067.5,4.4,1.4,4.4,3.6,4.7,5,1394,3.48,171,4.7,Standard
ZRX01969,007 Universe Resort,Coimbatore,B1,3,2161,2581,2371,3.5,4.7,4.2,3.9,1.5,3.2,1066,2.81,450,1.7,Value
ZRX01970,New Haven Guest House,Ahmedabad,A,2,1955,2222,2088.5,4.9,2.6,4.4,2.5,3.7,4.7,934,3.29,342,3.1,Super Value Plus
ZRX01971,B S Residency,Kanpur,A,1,1298,1603,1450.5,4.4,2.7,3.8,2,3.8,4,1511,3.09,629,1.8,Standard
ZRX01972,Sandhu Palace,Hubli,B2,1,728,1067,897.5,3,1.8,3.3,2,4.5,3.9,1215,3.16,134,1.4,Normal
ZRX01973,V Resorts Vrindavan Gopala,Bhilai,B2,1,958,1166,1062,2,3.1,4.4,1.1,4.7,2.3,1087,2.89,325,2.2,Value Plus
ZRX01974,The Pavilion,Sangli,B2,3,1744,2264,2004,2.7,3.6,4.9,4.7,1.1,1.1,1393,3.31,274,4.1,Value
ZRX01975,Lall Ji Tourist Resort,Aurangabad,B2,3,1715,2339,2027,3,2.1,1.6,4.1,2.1,4.3,1357,3.51,152,4.1,Value Plus
ZRX01976,Amargarh Resort,Kannur,B2,3,1738,2188,1963,1.3,1.9,3.7,1.5,2.5,2,1121,3.42,169,4.6,Normal
ZRX01977,Uday Hill Resort,Etawah,B2,3,1972,2080,2026,3,1.2,1.7,4.1,2.8,2,1623,2.85,519,1.4,Standard
ZRX01979,Hotel Gulmarg Regency,Ludhiana,B1,2,1324,1742,1533,2.1,4.5,2.6,4.6,4,4,1196,3.64,301,3.1,Normal
ZRX01980,Sugam Lodging,Lucknow,A,1,1301,1789,1545,4.6,4.9,4.7,4.6,2.7,4.3,1034,2.45,203,2.8,Value Plus
ZRX01981,Spring Leaves Residency,Kurnool,B2,3,1856,2090,1973,4.3,3.8,1.4,5,2,2.4,846,2.4,195,1,Standard
ZRX01982,Clarks Inn-Pacific Mall,Thiruvananthapuram,B1,3,2036,2435,2235.5,4.4,2.7,1.9,2.1,1.6,1.7,1242,3.15,168,2.2,Normal
ZRX01983,Sithara International,Mumbai,A1,2,2300,2679,2489.5,1.7,3.2,4.7,3.2,1.9,3.5,1243,3.2,514,1.9,Value
ZRX01985,Delhi Bed and Breakfast,Jamshedpur,B1,1,1060,1356,1208,3.7,1.5,3.6,3.1,2.5,4.5,1388,3.02,416,3.2,Value Plus
ZRX01987,Hotel Mandakini Palace,Dhanbad,B1,3,2101,2736,2418.5,3.6,1.3,3.6,4.2,4.4,1.8,1207,3.53,463,4.1,Value Plus
ZRX01988,Surya Palace Noida,Meerut,B1,3,2218,2845,2531.5,3.4,4.8,1.2,4.7,1.9,4,1001,3.24,323,4.7,Super Value Plus
ZRX01990,Green Inn,Surat,A,1,1471,1785,1628,3.1,3.7,2.6,1.7,4.1,4.5,1411,3.11,229,4.4,Super Value Plus
ZRX01991,TULIP INN,Chandigarh,B2,2,1091,1791,1441,1.9,1.9,3.1,3.5,4,3,1291,2.5,372,3.6,Standard
ZRX01992,Kausani Village Resort,Patna,A,1,1331,1737,1534,4.3,1.6,3,2.4,1.6,1.1,1229,2.94,164,3.6,Value
ZRX01993,The Green Village Resort,Jamnagar,B2,1,874,1061,967.5,1.9,2.9,3.9,1.9,3.1,2.6,1453,2.4,424,3.2,Normal
ZRX01994,Hotel Kolhapur Residency,Ahmedabad,A,1,1431,1628,1529.5,1.5,2.8,3,2.9,4.9,2.9,1211,3.35,164,3.4,Value Plus
ZRX01995,Eagle Palace,Surat,A,1,1300,1746,1523,2.7,2,4.4,2.9,4.5,2.4,884,2.61,433,1,Value
ZRX01996,Georgian Inn Guest House,Vadodara,A,1,1422,1573,1497.5,2.5,3.6,2.5,1.8,2.1,3.7,1274,3.62,14,4.9,Value
ZRX01997,Ibiza,Rajkot,B1,3,1806,2556,2181,3.8,5,1.6,2.2,2.2,4.8,1297,3.11,158,4.5,Normal
ZRX01998,Kishangarh House,Guntur,B2,1,731,1063,897,5,2.5,1.8,1.1,2.5,1.3,1619,3.14,801,2.1,Normal
ZRX02000,Kodai Cresent park,Bhopal,A,1,1303,1676,1489.5,3.6,3.3,3.8,2.9,3.7,5,797,2.68,300,3.1,Value
ZRX02001,Anu Guest House I,Jodhpur,B2,1,873,1045,959,4,3.9,5,3.8,3.5,4.9,1386,3.05,633,1.9,Value Plus
ZRX02003,The Cindrella,Madurai,B1,4,3225,4706,3965.5,4.6,2,4.6,3.2,3,2,540,3.68,11,3.6,Super Value Plus
ZRX02004,Hotel La Heritage,Aligarh,B1,1,976,1442,1209,1.7,4.8,2.8,2.7,3.1,1.5,1325,2.66,496,1.8,Value
ZRX02005,Shine 72 Resorts,Srinagar,B2,1,974,1130,1052,3.3,3.3,2.2,4.1,4,1.5,874,3.09,93,4.4,Super Value Plus
ZRX02006,Hotel Tulsi,Ranchi,B2,1,843,1044,943.5,3,3.2,3.5,1.8,3,3,1570,2.91,329,4.8,Normal
ZRX02008,Hotel Sai Samrat,Rajkot,B1,1,1155,1461,1308,3.8,3.6,2.8,3.5,4.6,3.4,1232,3.19,60,4.2,Super Value Plus
ZRX02009,Hotel Soubhagya Inn,Hyderabad,A1,1,1643,1902,1772.5,2.3,4.6,2.2,1.3,4.3,1.1,1173,2.77,506,1.1,Normal
ZRX02010,Hotel Sai Snehal,Pune,A,1,1200,1607,1403.5,3.6,4.3,4.6,2,3.2,3.4,1509,2.9,234,1.5,Normal
ZRX02011,The Fern kadamba Hotel and Spa Goa,Coimbatore,B1,5,5349,6982,6165.5,4.1,3.4,2.9,1.5,3.8,3,1275,2.42,433,1.6,Standard
ZRX02013,Ginger Hotel - Pondicherry,Vadodara,A,3,2324,3602,2963,5,4.9,2.8,3.7,2.3,1.2,937,2.22,191,1.5,Standard
ZRX02014,Kadaloram Beach Resort,Kannur,B2,3,1850,2213,2031.5,4.1,2.5,4.8,2.5,1.9,3.4,709,2.85,330,4.9,Value
ZRX02016,Dream Heaven Cottage,Surat,A,1,1342,1683,1512.5,1.1,3.4,4.1,3.6,1.2,3.9,1438,3.18,128,3.4,Value Plus
ZRX02018,Hotel Sita,Faridabad,B1,1,1162,1454,1308,1,3.1,4.4,3.5,1.5,4.7,1610,2.91,55,3.5,Super Value Plus
ZRX02019,Philipkutty's Farm,Mysore,B2,3,1754,2301,2027.5,1.1,3.3,3.2,2.6,1.8,3.7,1422,3.42,505,2.5,Value
ZRX02020,Hotel Glacier Inn,Dehradun,B2,2,1339,1595,1467,2.8,4.6,1.4,4.2,4.4,3.6,1042,2.82,416,2.5,Value
ZRX02021,Picasso Castle,Chennai,A1,2,2105,2529,2317,1.6,2.9,1.5,4.1,5,1.2,955,3.16,452,3.2,Normal
ZRX02022,Hotel Onn,Mangalore,B2,3,1976,2299,2137.5,1.7,4.1,3.9,4.3,2.7,1.5,645,2.67,166,3.9,Value Plus
ZRX02023,Hotel Greatwall,Nagpur,A,1,1381,1750,1565.5,3.2,1.5,2.5,3.4,2,4.6,1828,2.45,314,3.4,Value Plus
ZRX02024,Regal Hotel,Vadodara,A,3,2751,3595,3173,3.8,3,3.4,2.8,1.1,4.5,1479,2.79,473,3.6,Value
ZRX02025,RK Residency,Etawah,B2,1,948,1145,1046.5,4.1,3.4,4.6,5,1.7,3,829,2.7,283,2.6,Super Value Plus
ZRX02026,Ivory Inn,Rajkot,B1,3,1930,2772,2351,1.6,3,4,2.2,4.7,2.2,1715,2.68,216,3.2,Standard
ZRX02028,Hotel Sea Sands Juhu,Jaipur,A,1,1392,1729,1560.5,2.3,3.9,4,4.4,1.2,3.1,1251,2.9,67,4.5,Super Value Plus
ZRX02029,Hotel Supreme,Guwahati,B2,2,1393,1612,1502.5,1.5,2.2,4.3,1.4,4.4,1.2,1501,3.5,132,4.3,Value
ZRX02030,Global Marketing Service Apartment,Kochi,B1,1,1047,1328,1187.5,3.2,1.7,3.2,1.2,4.7,4.5,633,3.34,222,3.1,Value Plus
ZRX02031,Hotel Oriental Aster,Chennai,A1,3,2826,4420,3623,1.2,4.5,4.9,2.2,1.8,1.3,1195,2.7,505,4.3,Value
ZRX02033,Oak Valley Residency,Kolkata,A1,2,2195,2803,2499,4.3,2.3,2.9,1.8,4.1,4.1,904,2.7,230,2.8,Value
ZRX02036,Nand International,Varanasi,B1,1,826,1443,1134.5,4.7,3.5,4.3,1.8,3.9,3.2,1329,2.4,207,3.5,Standard
ZRX02037,Lall Ji Tourist Resort,Anand,B1,3,1899,2714,2306.5,4.2,1.2,4.4,3.7,2.8,3.4,1806,3.2,659,4,Standard
ZRX02038,Hotel Apex International,Sangli,B2,3,1958,2188,2073,3.9,4.3,3.8,1.5,4.2,4.8,1022,3.17,339,3.1,Super Value Plus
ZRX02039,Hotel Sri Sai Krupa,Kanpur,A,2,1922,2366,2144,4.5,1,4,1.9,3.5,4.2,1249,2.76,345,4.8,Value Plus
ZRX02042,Hotel Raj,Nellore,B2,1,820,1089,954.5,1.8,1.6,1.8,3.2,5,1.7,1012,3.97,163,4.3,Value
ZRX02043,Hotel Dudawat,Pondicherry,B2,2,1373,1674,1523.5,3.5,2.2,2.1,4.6,2.9,2.7,1222,3.07,496,1.8,Value Plus
ZRX02044,hotel Aavanaa Inn,Gwalior,A,1,1332,1700,1516,2,4.7,1.4,3.2,4.9,2,1139,2.86,122,4.4,Value
ZRX02045,Laxmi Niwas Palace,Etawah,B2,1,762,1085,923.5,2.5,3.8,2.4,4.1,5,3.6,1646,3.01,278,4,Normal
ZRX02046,The Manali Inn,Agra,B1,4,3345,4507,3926,3.8,1.8,3.9,3.5,3.5,2.1,1428,3.23,545,4.5,Value Plus
ZRX02049,Central Guest House,Ranchi,B2,1,825,1099,962,4.5,2.4,2.3,1.9,5,4.9,1257,2.71,282,4.8,Standard
ZRX02050,Royal Orchid Suites - Bangalore,Tiruchirapalli,B2,4,2639,3512,3075.5,5,4,1.3,4.3,2.6,1,892,2.46,295,4.8,Value
ZRX02051,Hotel Fortune,Pune,A,3,2738,3105,2921.5,1.3,5,4.6,4.3,2.8,4.3,1273,2.87,511,1.4,Standard
ZRX02054,PUTHENS CAPITOL INN,Jammu,B2,3,1892,2211,2051.5,3.7,3.7,2,4.7,3.3,3.3,1429,2.25,512,1.9,Value
ZRX02055,Hotel Moments,Guntur,B2,3,1791,2267,2029,1.3,3.9,4.9,3.7,3.4,1.8,1521,3.35,27,2,Value
ZRX02057,Hotel Abhinav Palace,Rajkot,B1,1,851,1311,1081,4.5,4.8,2.7,4,3.5,1.8,1086,3.58,96,1.7,Normal
ZRX02058,City The Village Resort,Guwahati,B2,3,1882,2110,1996,4.7,1.9,4,3,3.5,2.3,993,2.22,40,1.7,Normal
ZRX02059,Gee Bee Palace,Aurangabad,B2,3,1833,2117,1975,2.8,1.7,2.5,4.8,2.2,2.2,1210,2.52,431,2.9,Normal
ZRX02060,Petals Resorts Wayanad,Aurangabad,B2,3,1979,2304,2141.5,3.5,4.5,1.6,3.2,2.4,3.1,1730,3.06,716,2.1,Super Value Plus
ZRX02062,Hotel Harmony Sentiment,Hyderabad,A1,2,2246,2853,2549.5,3.4,1.8,3.8,2.6,3.2,3,1240,2.71,452,3.4,Value
ZRX02063,The Fort Castle,Kakinada,B2,3,1946,2355,2150.5,3.9,1.2,3.6,1.5,2,2.8,1439,2.67,561,2.5,Value Plus
ZRX02064,Amar Kothi,Vellore,B2,3,1949,2218,2083.5,1.8,3.2,2.3,3.4,3.4,3.8,934,2.1,296,3.7,Value
ZRX02065,Golden LodgeVaranasi,Bhopal,A,1,1467,1510,1488.5,2.5,3.6,4,2.1,2.5,1,1053,3.73,150,1.8,Value
ZRX02066,Tiger Hill Resort,Patna,A,3,2224,3391,2807.5,2,2.6,1.7,1.6,4.4,1.5,879,3.02,436,3.9,Normal
ZRX02067,Rajmahal Bhindar,Aurangabad,B2,3,1739,2391,2065,2.1,2.9,1.2,4.7,2.9,3.5,477,3.05,116,2.4,Value Plus
ZRX02068,Amargarh Resort,Faridabad,B1,3,2173,2558,2365.5,2.1,1.9,2.7,3.6,1.5,3.3,1574,3.54,775,1.7,Standard
ZRX02069,Sama Deluxe,Vadodara,A,1,1464,1545,1504.5,4.3,3.5,3.1,1.8,3.4,2.3,1522,3.51,365,1.3,Value Plus
ZRX02070,Divine - The Boutique Hotel,Ahmedabad,A,3,2281,3281,2781,1.3,2.7,3.4,4.9,4.9,2.2,827,2.5,356,1.2,Normal
ZRX02071,Suryaa Villa -A Classic Heritage Hotel,Gorakhpur,B2,3,1836,2114,1975,3.1,1.7,4.9,4.1,1.6,2.3,903,2.68,21,1.2,Standard
ZRX02073,Hotel Acacia Inn,Jamshedpur,B1,3,2335,2750,2542.5,3.5,4.5,1.8,4,1.3,1,873,2.72,224,1.9,Value
ZRX02074,Papaya Tree Hotels & Resorts LLP,Salem,B2,3,1876,2360,2118,3.9,2,2,2.8,1.5,2.9,1326,2.92,75,2.9,Value Plus
ZRX02076,Hotel Roxy DX,Tiruchirapalli,B2,1,938,1184,1061,4.2,2.6,1.9,2.9,4.3,2.9,1379,2.93,330,1,Super Value Plus
ZRX02077,Hotel Park Residency,Chandigarh,B2,1,937,1014,975.5,2.5,1.2,2.4,3.4,2.5,4.3,911,3.66,317,2.5,Value Plus
ZRX02078,Ranga Residency,Meerut,B1,1,1176,1307,1241.5,2,5,4.9,4.2,1.4,1.5,1697,2.96,159,1.4,Value Plus
ZRX02079,Madhuram Royale,Jabalpur,A,3,2565,3753,3159,2.1,2.8,3.2,4.1,2.7,1.9,1380,3.34,500,3.3,Value Plus
ZRX02080,Town's Pride,Raipur,B2,2,1348,1583,1465.5,2.4,2.6,2.5,2.4,2.9,1.3,1062,3.74,398,1.2,Value
ZRX02084,Atithi Bhawan,Hajipur,B2,1,968,1055,1011.5,2,1.6,1.5,3.6,1.8,2.6,1085,2.35,540,4.2,Standard
ZRX02086,Payal Resort,Vadodara,A,1,1466,1544,1505,4.9,2.2,4.5,3.9,3.3,2.2,1252,2.74,556,1.3,Value
ZRX02087,Aranyak Resort,Ranchi,B2,3,1867,2324,2095.5,4,2.6,2.7,5,1.5,2.2,1168,2.53,152,1.2,Value Plus
ZRX02089,Hotel Ganpati,Guntur,B2,2,1138,1514,1326,2.7,2.5,2.9,4.8,4.8,1.1,1310,2.39,76,3.8,Normal
ZRX02091,Hotel Neelkanth Crystal,Kakinada,B2,1,939,1000,969.5,1.7,3.4,1,3.9,4.8,1.1,1049,3.29,487,3.6,Value
ZRX02092,Siddharth Palace,Ahmedabad,A,1,1244,1723,1483.5,4.3,3.5,2.6,4.7,2.5,2.3,1336,2.8,142,3.3,Value
ZRX02094,Hotel Krios,Dhanbad,B1,3,2233,2630,2431.5,4.9,4.9,4.1,4.7,3.9,2.4,980,3.37,438,2.7,Super Value Plus
ZRX02095,Hotel Park Regency,Mangalore,B2,1,731,1028,879.5,3.8,1.1,1.2,1.6,2.3,3.6,779,3.7,341,3.2,Normal
ZRX02097,Nagbelli Hotels And Resort,Aligarh,B1,1,1010,1458,1234,2.6,3,2.1,3.4,5,1.6,1766,3.33,688,3,Super Value Plus
ZRX02100,Hotel Sandeep,Amritsar,B1,1,898,1309,1103.5,1.8,3.1,4.7,1.4,3.9,3.4,1259,3.14,563,1.5,Standard
ZRX02101,Hotel Mandakini Palace,Kolkata,A1,3,3245,3829,3537,2.2,1.2,4.9,1.2,2.2,3.4,1372,2.7,289,3.8,Standard
ZRX02104,Ashoka Continental,Allahabad,B1,2,1616,1995,1805.5,2.6,3.6,2,3.3,3.3,1.5,1145,2.7,114,3.1,Super Value Plus
ZRX02105,Piccadily Hotel New Delhi,Bhilai,B2,5,3658,4461,4059.5,4.8,1.8,1.4,2.5,3.6,4.8,727,3.2,147,3.9,Normal
ZRX02106,Hotel Nand Kartar Orchid Suites,Lucknow,A,3,2938,3256,3097,2,1.4,4.1,2,3.5,4.7,1081,2.93,95,4.5,Value
ZRX02107,Radisson Blu Hotel Dwarka,Guntur,B2,5,3955,5732,4843.5,4.7,3.3,3.5,3.1,3.5,3,1885,2.93,505,4.1,Super Value Plus
ZRX02108,Hotel Grand Plaza - Safdarjung Enclave,Nellore,B2,3,1953,2235,2094,4.3,4.1,4.6,2.3,2.7,1.8,1017,2.14,39,3.1,Value
ZRX02109,Hotel Krishna Sagar (Raj Nagar),Kollam,B2,2,1461,1783,1622,3.4,2.1,2.1,1.1,2.1,3,853,4.03,142,4.2,Super Value Plus
ZRX02110,Hotel Formule1 Gurgaon,Jamshedpur,B1,3,2119,2959,2539,3,4.9,1,4.9,4.9,3.9,1311,2.73,272,3.4,Super Value Plus
ZRX02113,Hotel Delhi Heart,Kanpur,A,2,1780,2053,1916.5,3,3.9,3,4.7,2.6,2.9,1196,3.03,307,2.3,Normal
ZRX02114,Ramada Gurgaon Central,Nellore,B2,4,2521,3512,3016.5,3.4,1.9,4,2.6,4.1,4.5,1520,2.76,711,1.8,Value
ZRX02115,Hotel P K Boutique,Allahabad,B1,3,2393,2919,2656,1.1,2.9,4.3,3.3,2,2.6,1206,2.34,139,2,Value Plus
ZRX02118,Hotel Trishul,Dehradun,B2,1,994,1071,1032.5,3,2,1.9,1.9,3.8,2.5,1129,2.55,561,2.8,Value
ZRX02119,Hotel Silver Inn,Amravati,B2,3,1911,2260,2085.5,1.3,4,3.5,1.3,3.6,3.1,958,2.09,46,2.3,Standard
ZRX02120,Maa Vaishno Guest House Hotel,Agra,B1,1,1180,1219,1199.5,1.5,4.6,4.4,4.4,4.9,4.8,913,3.05,300,2.1,Super Value Plus
ZRX02121,R.M.Guest house,Patna,A,1,1215,1583,1399,1.6,4.8,4.8,3.9,2.1,1.8,1056,3.22,485,2.1,Normal
ZRX02122,La Flora Paradise Residency,Gandhinagar,A,2,1692,2151,1921.5,2.1,4.8,1.4,1.2,4.4,1.6,852,2.71,396,1.2,Normal
ZRX02123,Puzhamoola Farm Villas,Kozhikode,B1,1,894,1337,1115.5,4.4,1.3,3,3,3.9,4.4,1099,3.25,422,1.7,Standard
