property_id,value_segment
ZRX04670,Normal
ZRX04676,Value Plus
ZRX04677,Normal
ZRX04679,Standard
ZRX04680,Standard
ZRX04686,Value Plus
ZRX04687,Normal
ZRX04688,Super Value Plus
ZRX04704,Super Value Plus
ZRX04705,Standard
ZRX04706,Value
ZRX04707,Super Value Plus
ZRX04711,Normal
ZRX04715,Value
ZRX04721,Value
ZRX04725,Value
ZRX04733,Value Plus
ZRX04734,Super Value Plus
ZRX04737,Normal
ZRX04742,Super Value Plus
ZRX04749,Value Plus
ZRX04761,Value
ZRX04765,Value Plus
ZRX04775,Normal
ZRX04776,Super Value Plus
ZRX04787,Standard
ZRX04789,Value
ZRX04791,Value Plus
ZRX04802,Value Plus
ZRX04810,Super Value Plus
ZRX04812,Standard
ZRX04814,Value Plus
ZRX04815,Super Value Plus
ZRX04825,Super Value Plus
ZRX04829,Value
ZRX04830,Value
ZRX04836,Value Plus
ZRX04838,Value Plus
ZRX04840,Standard
ZRX04842,Standard
ZRX04846,Normal
ZRX04849,Super Value Plus
ZRX04851,Standard
ZRX04858,Super Value Plus
ZRX04860,Standard
ZRX04864,Value
ZRX04869,Normal
ZRX04870,Value Plus
ZRX04876,Normal
ZRX04877,Value Plus
ZRX04880,Value Plus
ZRX04889,Value Plus
ZRX04891,Super Value Plus
ZRX04900,Value Plus
ZRX04909,Standard
ZRX04916,Value Plus
ZRX04919,Value
ZRX04920,Value Plus
ZRX04923,Value
ZRX04928,Super Value Plus
ZRX04936,Value
ZRX04937,Super Value Plus
ZRX04939,Normal
ZRX04941,Value
ZRX04942,Standard
ZRX04945,Super Value Plus
ZRX04950,Value
ZRX04951,Value
ZRX04966,Super Value Plus
ZRX04968,Value Plus
ZRX04971,Normal
ZRX04974,Value
ZRX04981,Normal
ZRX04988,Super Value Plus
ZRX04997,Value
ZRX04999,Value Plus
ZRX05007,Normal
ZRX05009,Value
ZRX05013,Normal
ZRX05022,Normal
ZRX05034,Normal
ZRX05036,Standard
ZRX05037,Value
ZRX05042,Value
ZRX05045,Value Plus
ZRX05060,Standard
ZRX05062,Value
ZRX05063,Standard
ZRX05064,Standard
ZRX05065,Value
ZRX05067,Normal
ZRX05069,Normal
ZRX05070,Value Plus
ZRX05075,Value
ZRX05084,Value
ZRX05086,Value
ZRX05095,Standard
ZRX05098,Super Value Plus
ZRX05103,Value
ZRX05108,Value Plus
ZRX05109,Super Value Plus
ZRX05110,Value
ZRX05116,Value
ZRX05117,Value Plus
ZRX05121,Super Value Plus
ZRX05125,Standard
ZRX05127,Standard
ZRX05132,Value
ZRX05138,Value Plus
ZRX05143,Value Plus
ZRX05145,Normal
ZRX05150,Super Value Plus
ZRX05152,Normal
ZRX05153,Normal
ZRX05154,Normal
ZRX05158,Value
ZRX05163,Value
ZRX05166,Value
ZRX05167,Normal
ZRX05170,Value Plus
ZRX05172,Normal
ZRX05175,Normal
ZRX05176,Super Value Plus
ZRX05179,Normal
ZRX05181,Super Value Plus
ZRX05190,Normal
ZRX05193,Value
ZRX05200,Normal
ZRX05205,Normal
ZRX05213,Normal
ZRX05216,Value Plus
ZRX05220,Normal
ZRX05221,Value
ZRX05228,Value
ZRX05231,Standard
ZRX05234,Super Value Plus
ZRX05240,Value
ZRX05247,Value
ZRX05248,Normal
ZRX05249,Value
ZRX05253,Standard
ZRX05260,Value
ZRX05269,Standard
ZRX05270,Super Value Plus
ZRX05279,Value
ZRX05282,Super Value Plus
ZRX05286,Value Plus
ZRX05288,Normal
ZRX05289,Standard
ZRX05291,Standard
ZRX05294,Value Plus
ZRX05295,Value
ZRX05297,Super Value Plus
ZRX05299,Value Plus
ZRX05304,Value Plus
ZRX05313,Value
ZRX05318,Normal
ZRX05322,Normal
ZRX05324,Super Value Plus
ZRX05326,Normal
ZRX05333,Super Value Plus
ZRX05341,Value
ZRX05342,Normal
ZRX05345,Value
ZRX05350,Standard
ZRX05351,Super Value Plus
ZRX05361,Normal
ZRX05369,Normal
ZRX05370,Value Plus
ZRX05372,Value Plus
ZRX05373,Value Plus
ZRX05377,Value Plus
ZRX05380,Value Plus
ZRX05382,Super Value Plus
ZRX05383,Super Value Plus
ZRX05386,Normal
ZRX05388,Super Value Plus
ZRX05389,Normal
ZRX05390,Normal
ZRX05392,Super Value Plus
ZRX05397,Standard
ZRX05406,Value
ZRX05407,Value
ZRX05409,Normal
ZRX05417,Value
ZRX05423,Value
ZRX05429,Normal
ZRX05436,Value Plus
ZRX05439,Standard
ZRX05444,Value
ZRX05446,Standard
ZRX05447,Value Plus
ZRX05452,Normal
ZRX05453,Super Value Plus
ZRX05455,Normal
ZRX05457,Super Value Plus
ZRX05461,Normal
ZRX05462,Super Value Plus
ZRX05464,Value
ZRX05465,Standard
ZRX05468,Super Value Plus
ZRX05472,Normal
ZRX05478,Normal
ZRX05479,Standard
ZRX05481,Standard
ZRX05482,Standard
ZRX05485,Value
ZRX05496,Normal
ZRX05498,Normal
ZRX05501,Normal
ZRX05502,Value
ZRX05509,Standard
ZRX05516,Value
ZRX05521,Value Plus
ZRX05522,Value
ZRX05523,Standard
ZRX05526,Normal
ZRX05530,Standard
ZRX05535,Value Plus
ZRX05537,Normal
ZRX05541,Normal
ZRX05549,Normal
ZRX05550,Super Value Plus
ZRX05553,Value Plus
ZRX05558,Super Value Plus
ZRX05559,Normal
ZRX05561,Standard
ZRX05562,Value
ZRX05569,Value
ZRX05572,Super Value Plus
ZRX05574,Super Value Plus
ZRX05577,Normal
ZRX05578,Standard
ZRX05584,Normal
ZRX05588,Value Plus
ZRX05591,Normal
ZRX05598,Standard
ZRX05603,Super Value Plus
ZRX05611,Normal
ZRX05616,Value Plus
ZRX05620,Super Value Plus
ZRX05624,Value Plus
ZRX05627,Value Plus
ZRX05628,Value
ZRX05630,Value Plus
ZRX05637,Normal
ZRX05640,Standard
ZRX05643,Normal
ZRX05652,Super Value Plus
ZRX05655,Normal
ZRX05657,Super Value Plus
ZRX05667,Standard
ZRX05671,Normal
ZRX05672,Standard
ZRX05674,Normal
ZRX05675,Value Plus
ZRX05678,Value Plus
ZRX05681,Standard
ZRX05682,Value Plus
ZRX05688,Value
ZRX05689,Normal
ZRX05693,Standard
ZRX05696,Value Plus
ZRX05698,Value
ZRX05699,Super Value Plus
ZRX05703,Normal
ZRX05705,Value Plus
ZRX05706,Value
ZRX05709,Standard
ZRX05724,Value
ZRX05725,Normal
ZRX05727,Normal
ZRX05730,Value
ZRX05732,Super Value Plus
ZRX05733,Normal
ZRX05735,Standard
ZRX05736,Value Plus
ZRX05748,Super Value Plus
ZRX05749,Normal
ZRX05754,Standard
ZRX05757,Standard
ZRX05758,Normal
ZRX05763,Value
ZRX05769,Value Plus
ZRX05774,Super Value Plus
ZRX05775,Value Plus
ZRX05780,Super Value Plus
ZRX05782,Super Value Plus
ZRX05785,Super Value Plus
ZRX05788,Super Value Plus
ZRX05789,Standard
ZRX05790,Value Plus
ZRX05793,Value
ZRX05800,Normal
ZRX05805,Super Value Plus
ZRX05808,Standard
ZRX05810,Value
ZRX05822,Normal
ZRX05824,Super Value Plus
ZRX05828,Value Plus
ZRX05831,Standard
ZRX05834,Value
ZRX05835,Value
ZRX05839,Normal
ZRX05841,Value Plus
ZRX05843,Standard
ZRX05848,Value Plus
ZRX05850,Standard
ZRX05858,Value Plus
ZRX05861,Normal
ZRX05862,Value
ZRX05864,Value
ZRX05867,Super Value Plus
ZRX05869,Super Value Plus
ZRX05874,Value
ZRX05879,Normal
ZRX05893,Value Plus
ZRX05894,Value Plus
ZRX05900,Normal
ZRX05903,Standard
ZRX05907,Standard
ZRX05908,Normal
ZRX05909,Value Plus
ZRX05910,Normal
ZRX05916,Standard
ZRX05920,Value Plus
ZRX05922,Normal
ZRX05929,Normal
ZRX05930,Super Value Plus
ZRX05941,Super Value Plus
ZRX05944,Value Plus
ZRX05949,Normal
ZRX05951,Normal
ZRX05952,Value
ZRX05953,Value Plus
ZRX05954,Normal
ZRX05956,Value Plus
ZRX05957,Value Plus
ZRX05958,Normal
ZRX05967,Value
ZRX05971,Super Value Plus
ZRX05977,Super Value Plus
ZRX05981,Normal
ZRX05983,Value
ZRX05985,Normal
ZRX05986,Value Plus
ZRX05987,Normal
ZRX05992,Value
ZRX05994,Standard
ZRX05996,Value Plus
ZRX05997,Value Plus
ZRX06002,Normal
ZRX06004,Value Plus
ZRX06008,Value
ZRX06010,Normal
ZRX06016,Super Value Plus
ZRX06017,Value
ZRX06018,Value Plus
ZRX06029,Standard
ZRX06037,Value
ZRX06038,Normal
ZRX06047,Value Plus
ZRX06057,Normal
ZRX06062,Normal
ZRX06063,Value Plus
ZRX06065,Normal
ZRX06072,Super Value Plus
ZRX06080,Super Value Plus
ZRX06085,Value Plus
ZRX06087,Value
ZRX06092,Standard
ZRX06093,Value
ZRX06094,Normal
ZRX06097,Super Value Plus
ZRX06098,Value Plus
ZRX06100,Value
ZRX06105,Value Plus
ZRX06110,Super Value Plus
ZRX06112,Value
ZRX06115,Super Value Plus
ZRX06116,Normal
ZRX06124,Super Value Plus
ZRX06127,Value
ZRX06128,Super Value Plus
ZRX06131,Value Plus
ZRX06132,Value
ZRX06141,Value
ZRX06147,Value Plus
ZRX06150,Super Value Plus
ZRX06161,Normal
ZRX06162,Normal
ZRX06169,Value Plus
ZRX06170,Normal
ZRX06172,Super Value Plus
ZRX06173,Normal
ZRX06174,Value
ZRX06176,Value
ZRX06183,Value Plus
ZRX06201,Standard
ZRX06208,Value
ZRX06209,Value Plus
ZRX06213,Normal
ZRX06214,Normal
ZRX06221,Super Value Plus
ZRX06224,Normal
ZRX06225,Standard
ZRX06233,Super Value Plus
ZRX06238,Standard
ZRX06240,Standard
ZRX06241,Normal
ZRX06246,Normal
ZRX06247,Normal
ZRX06250,Normal
ZRX06253,Super Value Plus
ZRX06260,Value Plus
ZRX06271,Standard
ZRX06274,Normal
ZRX06279,Normal
ZRX06283,Super Value Plus
ZRX06291,Value Plus
ZRX06299,Normal
ZRX06308,Normal
ZRX06311,Normal
ZRX06312,Value Plus
ZRX06315,Normal
ZRX06318,Value Plus
ZRX06325,Value Plus
ZRX06328,Standard
ZRX06330,Super Value Plus
ZRX06332,Value Plus
ZRX06333,Value Plus
ZRX06336,Super Value Plus
ZRX06345,Value Plus
ZRX06350,Value Plus
ZRX06359,Value Plus
ZRX06361,Standard
ZRX06362,Normal
ZRX06365,Super Value Plus
ZRX06377,Standard
ZRX06381,Standard
ZRX06388,Value
ZRX06395,Value
ZRX06400,Standard
ZRX06407,Normal
ZRX06408,Value
ZRX06411,Normal
ZRX06418,Standard
ZRX06422,Value Plus
ZRX06430,Value
ZRX06432,Normal
ZRX06442,Normal
ZRX06446,Normal
ZRX06447,Value
ZRX06448,Value
ZRX06450,Super Value Plus
ZRX06451,Standard
ZRX06453,Value
ZRX06456,Value Plus
ZRX06461,Standard
ZRX06465,Value
ZRX06468,Value Plus
ZRX06479,Standard
ZRX06481,Value Plus
ZRX06486,Value Plus
ZRX06493,Value Plus
ZRX06494,Standard
ZRX06498,Standard
ZRX06499,Normal
ZRX06511,Standard
ZRX06516,Standard
ZRX06523,Value
ZRX06524,Super Value Plus
ZRX06527,Value
ZRX06528,Standard
ZRX06534,Standard
ZRX06535,Value Plus
ZRX06537,Super Value Plus
ZRX06542,Normal
ZRX06543,Normal
ZRX06544,Value
ZRX06545,Value Plus
ZRX06548,Value
ZRX06550,Value
ZRX06551,Normal
ZRX06556,Normal
ZRX06560,Standard
ZRX06561,Value
ZRX06562,Value Plus
ZRX06565,Standard
ZRX06566,Value Plus
ZRX06567,Normal
ZRX06578,Value
ZRX06579,Normal
ZRX06582,Standard
ZRX06593,Normal
ZRX06596,Value Plus
ZRX06598,Value Plus
ZRX06601,Value
ZRX06602,Value
ZRX06603,Value Plus
ZRX06604,Standard
ZRX06605,Normal
ZRX06609,Value
ZRX06612,Normal
ZRX06615,Value
ZRX06616,Super Value Plus
ZRX06617,Normal
ZRX06618,Value
ZRX06625,Normal
ZRX06627,Standard
ZRX06630,Standard
ZRX06638,Normal
ZRX06642,Normal
ZRX06643,Value Plus
ZRX06647,Super Value Plus
ZRX06648,Value
ZRX06659,Value
ZRX06660,Value Plus
ZRX06661,Value
ZRX06664,Super Value Plus
ZRX06668,Normal
ZRX06672,Standard
ZRX06673,Normal
ZRX06677,Standard
ZRX06680,Value Plus
ZRX06681,Standard
ZRX06682,Value
ZRX06684,Value Plus
ZRX06688,Value
ZRX06690,Value
ZRX06692,Value Plus
ZRX06694,Standard
ZRX06696,Normal
ZRX06711,Normal
ZRX06712,Super Value Plus
ZRX06719,Value
ZRX06721,Value
ZRX06724,Standard
ZRX06729,Normal
ZRX06733,Standard
ZRX06741,Standard
ZRX06742,Standard
ZRX06743,Super Value Plus
ZRX06749,Value Plus
ZRX06755,Value
ZRX06757,Normal
ZRX06758,Standard
ZRX06777,Normal
ZRX06800,Normal
ZRX06802,Standard
ZRX06811,Normal
ZRX06812,Super Value Plus
ZRX06816,Value Plus
ZRX06817,Normal
ZRX06820,Normal
ZRX06823,Value
ZRX06824,Standard
ZRX06832,Normal
ZRX06834,Normal
ZRX06838,Value Plus
ZRX06851,Normal
ZRX06852,Value Plus
ZRX06861,Value
ZRX06863,Value Plus
ZRX06864,Value
ZRX06866,Value
ZRX06868,Value Plus
ZRX06874,Standard
ZRX06877,Standard
ZRX06884,Value
ZRX06886,Standard
ZRX06887,Normal
ZRX06888,Normal
ZRX06889,Value Plus
ZRX06893,Standard
ZRX06895,Value
ZRX06902,Value
ZRX06905,Standard
ZRX06920,Value
ZRX06922,Normal
ZRX06924,Super Value Plus
ZRX06927,Value Plus
ZRX06934,Super Value Plus
ZRX06936,Standard
ZRX06946,Value
ZRX06947,Super Value Plus
ZRX06956,Value
ZRX06957,Super Value Plus
ZRX06959,Super Value Plus
ZRX06967,Standard
ZRX06972,Value Plus
ZRX06974,Value
ZRX06983,Super Value Plus
ZRX06986,Super Value Plus
ZRX06989,Value
ZRX06991,Standard
ZRX06992,Standard
ZRX06993,Standard
ZRX07003,Standard
ZRX07004,Standard
ZRX07012,Super Value Plus
ZRX07018,Super Value Plus
ZRX07019,Standard
ZRX07020,Standard
ZRX07025,Normal
ZRX07036,Normal
ZRX07041,Value
ZRX07043,Normal
ZRX07044,Super Value Plus
ZRX07045,Standard
ZRX07058,Normal
ZRX07060,Value Plus
ZRX07067,Standard
ZRX07068,Standard
ZRX07071,Super Value Plus
ZRX07072,Normal
ZRX07075,Super Value Plus
ZRX07076,Value Plus
ZRX07077,Standard
ZRX07079,Standard
ZRX07082,Value
ZRX07085,Value Plus
ZRX07090,Value Plus
ZRX07092,Value Plus
ZRX07093,Value Plus
ZRX07094,Standard
ZRX07096,Normal
ZRX07099,Super Value Plus
ZRX07100,Standard
ZRX07103,Standard
ZRX07110,Value
ZRX07113,Value
ZRX07117,Value
ZRX07119,Value Plus
ZRX07123,Normal
ZRX07124,Value
ZRX07126,Standard
ZRX07128,Super Value Plus
ZRX07130,Normal
ZRX07135,Value Plus
ZRX07141,Value Plus
ZRX07145,Standard
ZRX07146,Value
ZRX07158,Standard
ZRX07168,Super Value Plus
ZRX07179,Value
ZRX07180,Standard
ZRX07181,Value Plus
ZRX07183,Normal
ZRX07188,Value Plus
ZRX07190,Standard
ZRX07198,Value
ZRX07200,Standard
ZRX07201,Value Plus
ZRX07202,Super Value Plus
ZRX07205,Value
ZRX07208,Value
ZRX07209,Value
ZRX07212,Value Plus
ZRX07222,Normal
ZRX07228,Value
ZRX07229,Standard
ZRX07233,Normal
ZRX07235,Standard
ZRX07239,Value
ZRX07247,Value
ZRX07252,Value
ZRX07258,Value Plus
ZRX07262,Standard
ZRX07265,Super Value Plus
ZRX07275,Value
ZRX07286,Super Value Plus
ZRX07287,Value Plus
ZRX07290,Value Plus
ZRX07291,Normal
ZRX07296,Value Plus
ZRX07297,Standard
ZRX07298,Value
ZRX07302,Standard
ZRX07303,Value Plus
ZRX07306,Value
ZRX07308,Value Plus
ZRX07311,Value Plus
ZRX07315,Super Value Plus
ZRX07316,Value Plus
ZRX07318,Super Value Plus
ZRX07322,Value Plus
ZRX07325,Super Value Plus
ZRX07326,Standard
ZRX07327,Value Plus
ZRX07332,Standard
ZRX07334,Value
ZRX07335,Standard
ZRX07339,Normal
ZRX07343,Normal
ZRX07348,Normal
ZRX07349,Value Plus
ZRX07354,Value Plus
ZRX07356,Super Value Plus
ZRX07361,Super Value Plus
ZRX07362,Normal
ZRX07364,Value
ZRX07373,Super Value Plus
ZRX07379,Value Plus
ZRX07380,Value
ZRX07381,Standard
ZRX07385,Standard
ZRX07388,Value
ZRX07389,Value Plus
ZRX07390,Value
ZRX07391,Value Plus
ZRX07393,Normal
ZRX07394,Normal
ZRX07399,Value
ZRX07400,Standard
ZRX07403,Value
ZRX07406,Standard
ZRX07411,Normal
ZRX07412,Standard
ZRX07417,Value
ZRX07425,Value
ZRX07429,Value Plus
ZRX07437,Normal
ZRX07438,Normal
ZRX07443,Value Plus
ZRX07448,Value
ZRX07450,Value Plus
ZRX07451,Value
ZRX07452,Standard
ZRX07460,Super Value Plus
ZRX07463,Super Value Plus
ZRX07470,Standard
ZRX07473,Value Plus
ZRX07474,Normal
ZRX07477,Super Value Plus
ZRX07478,Normal
ZRX07479,Standard
ZRX07486,Super Value Plus
ZRX07489,Super Value Plus
ZRX07499,Value Plus
ZRX07503,Standard
ZRX07506,Super Value Plus
ZRX07508,Value
ZRX07509,Normal
ZRX07511,Standard
ZRX07514,Standard
ZRX07521,Value
ZRX07526,Normal
ZRX07536,Normal
ZRX07537,Normal
ZRX07540,Value Plus
ZRX07542,Normal
ZRX07544,Standard
ZRX07547,Normal
ZRX07561,Super Value Plus
ZRX07570,Normal
ZRX07572,Normal
ZRX07574,Normal
ZRX07575,Standard
ZRX07582,Value Plus
ZRX07595,Standard
ZRX07596,Value
ZRX07597,Super Value Plus
ZRX07598,Standard
ZRX07601,Standard
ZRX07606,Super Value Plus
ZRX07610,Normal
ZRX07614,Normal
ZRX07617,Value
ZRX07618,Value Plus
ZRX07619,Value Plus
ZRX07626,Standard
ZRX07629,Normal
ZRX07630,Super Value Plus
ZRX07640,Value
ZRX07642,Normal
ZRX07646,Super Value Plus
ZRX07647,Value Plus
ZRX07655,Standard
ZRX07660,Normal
ZRX07662,Value Plus
ZRX07667,Value
ZRX07685,Value Plus
ZRX07689,Standard
ZRX07690,Standard
ZRX07691,Value Plus
ZRX07699,Normal
ZRX07700,Standard
ZRX07718,Standard
ZRX07719,Normal
ZRX07721,Super Value Plus
ZRX07723,Normal
ZRX07725,Normal
ZRX07726,Normal
ZRX07729,Standard
ZRX07731,Value
ZRX07736,Normal
ZRX07737,Value
ZRX07746,Normal
ZRX07748,Value Plus
ZRX07751,Standard
ZRX07752,Value Plus
ZRX07755,Super Value Plus
ZRX07760,Value Plus
ZRX07773,Super Value Plus
ZRX07775,Super Value Plus
ZRX07776,Value Plus
ZRX07784,Value Plus
ZRX07790,Value
ZRX07792,Value
ZRX07794,Value Plus
ZRX07805,Normal
ZRX07812,Standard
ZRX07817,Standard
ZRX07820,Super Value Plus
ZRX07823,Normal
ZRX07824,Normal
ZRX07827,Value Plus
ZRX07831,Value
ZRX07834,Normal
ZRX07835,Standard
ZRX07836,Standard
ZRX07839,Value Plus
ZRX07840,Value
ZRX07849,Value Plus
ZRX07854,Value
ZRX07858,Super Value Plus
ZRX07865,Standard
ZRX07869,Super Value Plus
ZRX07875,Standard
ZRX07879,Value Plus
ZRX07882,Value
ZRX07889,Standard
ZRX07892,Super Value Plus
ZRX07900,Standard
ZRX07907,Standard
ZRX07910,Value
ZRX07914,Normal
ZRX07920,Normal
ZRX07921,Normal
ZRX07927,Normal
ZRX07934,Normal
ZRX07937,Value Plus
ZRX07940,Value Plus
ZRX07943,Standard
ZRX07946,Value Plus
ZRX07951,Standard
ZRX07958,Normal
ZRX07961,Normal
ZRX07962,Normal
ZRX07963,Value Plus
ZRX07964,Value Plus
ZRX07967,Value
ZRX07969,Normal
ZRX07973,Value Plus
ZRX07978,Normal
ZRX07984,Normal
ZRX07986,Standard
ZRX07989,Normal
ZRX07999,Value
ZRX08013,Value Plus
ZRX08015,Value
ZRX08016,Standard
ZRX08018,Value
ZRX08023,Value
ZRX08024,Normal
ZRX08028,Value
ZRX08038,Normal
ZRX08041,Normal
ZRX08042,Super Value Plus
ZRX08045,Super Value Plus
ZRX08047,Value Plus
ZRX08048,Standard
ZRX08051,Normal
ZRX08052,Super Value Plus
ZRX08060,Standard
ZRX08070,Super Value Plus
ZRX08071,Normal
ZRX08072,Value Plus
ZRX08076,Value
ZRX08082,Value Plus
ZRX08085,Normal
ZRX08090,Value
ZRX08093,Standard
ZRX08098,Normal
ZRX08101,Normal
ZRX08102,Value Plus
ZRX08103,Super Value Plus
ZRX08106,Normal
ZRX08107,Value
ZRX08114,Value
ZRX08118,Value
ZRX08122,Value Plus
ZRX08123,Standard
ZRX08133,Value Plus
ZRX08139,Super Value Plus
ZRX08141,Standard
ZRX08145,Normal
ZRX08150,Value
ZRX08153,Super Value Plus
ZRX08155,Value Plus
ZRX08157,Normal
ZRX08160,Normal
ZRX08162,Standard
ZRX08167,Super Value Plus
ZRX08172,Standard
ZRX08173,Normal
ZRX08174,Value
ZRX08178,Super Value Plus
ZRX08181,Value
ZRX08185,Value
ZRX08188,Normal
ZRX08201,Normal
ZRX08203,Normal
ZRX08215,Standard
ZRX08216,Value
ZRX08218,Value
ZRX08219,Value Plus
ZRX08223,Value Plus
ZRX08228,Standard
ZRX08229,Value
ZRX08239,Normal
ZRX08241,Normal
ZRX08243,Value Plus
ZRX08246,Super Value Plus
ZRX08248,Value
ZRX08251,Super Value Plus
ZRX08254,Value Plus
ZRX08255,Value Plus
ZRX08262,Value Plus
ZRX08263,Normal
ZRX08265,Super Value Plus
ZRX08272,Value Plus
ZRX08273,Normal
ZRX08274,Value
ZRX08276,Value Plus
ZRX08279,Super Value Plus
ZRX08287,Normal
ZRX08290,Value
ZRX08295,Normal
ZRX08299,Standard
ZRX08301,Value
ZRX08302,Standard
ZRX08307,Normal
ZRX08311,Super Value Plus
ZRX08313,Super Value Plus
ZRX08316,Normal
ZRX08319,Value
ZRX08321,Value Plus
ZRX08322,Standard
ZRX08323,Super Value Plus
ZRX08324,Value Plus
ZRX08335,Standard
ZRX08337,Normal
ZRX08338,Value
ZRX08344,Standard
ZRX08346,Standard
ZRX08348,Value
ZRX08352,Value
ZRX08357,Value
ZRX08360,Value
ZRX08367,Normal
ZRX08377,Super Value Plus
ZRX08379,Normal
ZRX08383,Normal
ZRX08386,Normal
ZRX08389,Standard
ZRX08390,Super Value Plus
ZRX08391,Value Plus
ZRX08392,Value Plus
ZRX08395,Value Plus
ZRX08398,Value Plus
ZRX08400,Standard
ZRX08403,Standard
ZRX08414,Standard
ZRX08418,Super Value Plus
ZRX08424,Value
ZRX08425,Normal
ZRX08427,Value
ZRX08430,Standard
ZRX08433,Normal
ZRX08437,Super Value Plus
ZRX08438,Super Value Plus
ZRX08460,Value Plus
ZRX08461,Normal
ZRX08465,Super Value Plus
ZRX08468,Super Value Plus
ZRX08472,Value Plus
ZRX08474,Standard
ZRX08475,Value
ZRX08476,Standard
ZRX08479,Value Plus
ZRX08483,Normal
ZRX08484,Value Plus
ZRX08486,Standard
ZRX08489,Standard
ZRX08490,Super Value Plus
ZRX08497,Normal
ZRX08498,Standard
ZRX08503,Normal
ZRX08505,Normal
ZRX08506,Super Value Plus
ZRX08508,Value
ZRX08512,Value
ZRX08516,Normal
ZRX08521,Value Plus
ZRX08525,Value
ZRX08531,Standard
ZRX08532,Super Value Plus
ZRX08539,Normal
ZRX08546,Normal
ZRX08554,Normal
ZRX08555,Value
ZRX08556,Value Plus
ZRX08559,Standard
ZRX08567,Super Value Plus
ZRX08568,Super Value Plus
ZRX08570,Standard
ZRX08578,Super Value Plus
ZRX08582,Super Value Plus
ZRX08586,Value Plus
ZRX08590,Value Plus
ZRX08594,Standard
ZRX08596,Normal
ZRX08598,Super Value Plus
ZRX08599,Value
ZRX08602,Normal
ZRX08606,Value Plus
ZRX08610,Value
ZRX08616,Normal
ZRX08617,Value Plus
ZRX08618,Value
ZRX08621,Value Plus
ZRX08623,Normal
ZRX08629,Value
ZRX08631,Super Value Plus
ZRX08633,Normal
ZRX08634,Value Plus
ZRX08643,Super Value Plus
ZRX08646,Super Value Plus
ZRX08649,Value
ZRX08651,Value Plus
ZRX08658,Value
ZRX08659,Normal
ZRX08667,Normal
ZRX08671,Value Plus
ZRX08680,Standard
ZRX08683,Normal
ZRX08684,Normal
ZRX08690,Normal
ZRX08695,Normal
ZRX08698,Normal
ZRX08703,Standard
ZRX08707,Value
ZRX08709,Standard
ZRX08711,Standard
ZRX08716,Super Value Plus
ZRX08717,Value
ZRX08718,Value
ZRX08724,Value Plus
ZRX08725,Normal
ZRX08727,Value
ZRX08728,Standard
ZRX08733,Normal
ZRX08734,Normal
ZRX08740,Standard
ZRX08764,Value Plus
ZRX08767,Value Plus
ZRX08775,Value
ZRX08778,Value
ZRX08784,Standard
ZRX08791,Value
ZRX08794,Value Plus
ZRX08795,Normal
ZRX08797,Normal
ZRX08803,Super Value Plus
ZRX08807,Normal
ZRX08810,Normal
ZRX08811,Standard
ZRX08813,Normal
ZRX08816,Value
ZRX08833,Standard
ZRX08834,Standard
ZRX08839,Value Plus
ZRX08842,Value Plus
ZRX08843,Value Plus
ZRX08846,Value Plus
ZRX08847,Super Value Plus
ZRX08848,Value Plus
ZRX08857,Value Plus
ZRX08859,Super Value Plus
ZRX08866,Value Plus
ZRX08878,Value
ZRX08880,Super Value Plus
ZRX08884,Standard
ZRX08888,Value Plus
ZRX08896,Value Plus
ZRX08901,Normal
ZRX08903,Value
ZRX08904,Value
ZRX08905,Value
ZRX08915,Value
ZRX08916,Normal
ZRX08919,Value
ZRX08921,Value
ZRX08924,Super Value Plus
ZRX08926,Value
ZRX08930,Value Plus
ZRX08931,Super Value Plus
ZRX08932,Standard
ZRX08937,Value
ZRX08942,Normal
ZRX08952,Normal
ZRX08957,Standard
ZRX08959,Value
ZRX08966,Standard
ZRX08967,Value Plus
ZRX08969,Super Value Plus
ZRX08973,Value
ZRX08976,Value Plus
ZRX08995,Standard
ZRX08998,Value
ZRX09011,Value Plus
ZRX09013,Standard
ZRX09019,Value
ZRX09023,Super Value Plus
ZRX09025,Normal
ZRX09032,Value
ZRX09033,Value Plus
ZRX09037,Standard
ZRX09038,Super Value Plus
ZRX09055,Standard
ZRX09057,Super Value Plus
ZRX09059,Standard
ZRX09061,Value
ZRX09066,Standard
ZRX09080,Normal
ZRX09087,Super Value Plus
ZRX09091,Standard
ZRX09094,Super Value Plus
ZRX09105,Value Plus
ZRX09106,Super Value Plus
ZRX09124,Super Value Plus
ZRX09128,Standard
ZRX09134,Value
ZRX09144,Super Value Plus
ZRX09145,Value
ZRX09147,Standard
ZRX09152,Standard
ZRX09172,Value Plus
ZRX09178,Super Value Plus
ZRX09181,Super Value Plus
ZRX09185,Normal
ZRX09187,Super Value Plus
ZRX09192,Value Plus
ZRX09194,Normal
ZRX09195,Super Value Plus
ZRX09205,Super Value Plus
ZRX09206,Value Plus
ZRX09209,Value Plus
ZRX09233,Normal
ZRX09234,Value Plus
ZRX09237,Normal
ZRX09239,Value Plus
ZRX09246,Value
ZRX09250,Normal
ZRX09251,Value
ZRX09255,Value Plus
ZRX09256,Normal
ZRX09259,Standard
ZRX09265,Value Plus
ZRX09276,Value
ZRX09277,Standard
ZRX09278,Super Value Plus
ZRX09279,Super Value Plus
ZRX09292,Standard
ZRX09305,Super Value Plus
ZRX09308,Standard
ZRX09309,Super Value Plus
ZRX09310,Normal
ZRX09314,Standard
